Timestamp,L_1,L_2,A_1,A_2,B_1,B_2,C_1,C_2,A_3,A_4,B_3,B_4,C_3,C_4,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,A_5,B_5,C_5
4522,56.06681853268087,-2.2741394240743915,74.81515359889227,61.096177800529176,55.33283673115341,61.18032786833112,55.41703366684666,60.92797692683379,43.75436148587474,29.029721643304526,20.297349712568234,30.52985703073213,27.632664286602875,28.082935297196826,59.30771058657659,-98.65609643704641,-77.60802815840928,-41.62658972771133,52.85225327298163,-33.94103258393496,57.63419632754382,-41.353619321863654,99.99999999999997,83.33333333690629,93.84614893097987
4523,56.06681853268087,-2.4356903251015467,74.86088879993142,61.13551433120429,55.26511818752175,61.167213126319126,55.43058473015424,61.072154151179035,43.769868953942805,28.227708765911316,24.482870082999497,30.621607155143067,28.457519919938505,30.11289621431021,59.20189846110115,-98.65609643704641,-77.60802815840928,-42.10751311249161,51.64004562460427,-33.858632686949825,57.30012906789419,-35.393302477362106,99.99999999999997,83.33333333690629,93.84614893097987
4524,56.06681853268087,-1.913756680881633,74.83039867423113,61.13551433120429,55.31929303130306,61.193442631830294,55.444135771259766,61.00661905310838,45.18104984391806,28.93536719471858,25.581771175324974,31.003899377769528,26.10668132101,27.214502817860705,58.89957811321388,-98.65609643704641,-77.60802815840928,-35.37458588315658,49.472333143493714,-26.231492221946667,57.315313929762496,-32.16218334613967,99.99999999999997,83.33333333690629,93.84614893097987
4525,56.06681853268087,-1.7024978244030962,74.81515359889227,61.122402147151604,55.278661887372095,61.15409836281995,55.47123787567284,61.0590471229751,44.49872063914374,29.15552760051753,22.204266315514033,32.18135944550646,27.89386856035665,29.33130699180046,59.942583314663224,-98.65609643704641,-77.60802815840928,-38.9334188534872,51.155162569926446,-30.562636807544344,57.34568367837802,-25.63720491287647,99.99999999999997,83.33333333690629,93.84614893097987
4526,56.06681853268087,-1.5160929558302882,74.83039867423113,61.096177800529176,55.30574930926275,61.12786885730878,55.37638052132806,61.072154151179035,43.94045125513638,27.535776065652485,22.204266315514033,28.985396440297535,27.220236458673014,28.940512362760074,59.232130493413266,-98.65609643704641,-77.60802815840928,-41.91514376558345,49.18710782133597,-26.257242189649048,57.13309543806939,-27.535095272868503,99.99999999999997,83.33333333690629,93.84614893097987
4527,56.06681853268087,-3.777805386969817,74.92186905133195,61.030616923231605,55.346380453193746,61.167213126319126,55.45768683456731,61.04594009477117,46.08048383031257,28.32206321449725,22.123464785633658,30.912149253358592,27.976354139457072,29.722101603055336,59.30771058657659,-98.65609643704641,-77.60802815840928,-45.719781998900146,50.45636052947175,-31.252735944162033,57.360868565125244,-43.29856482281862,99.99999999999997,83.33333333690629,93.84614893097987
4528,56.06681853268087,-0.7704734611789661,74.8761338502928,61.16173867782672,55.31929303130306,61.12786885730878,55.53899314780659,61.15079625597909,43.36667442846843,29.564396929253448,20.66903685063083,27.471519224666594,26.725323074166823,30.00434216550913,59.44375474436417,-98.65609643704641,-77.60802815840928,-38.89067009611103,51.65430690122669,-34.47148192046036,57.46716269771902,-35.98933417723128,99.99999999999997,83.33333333690629,93.84614893097987
4529,56.06681853268087,-2.249285456528739,74.86088879993142,61.13551433120429,55.292205609412406,61.101639351797616,55.36282945802046,61.04594009477117,44.18857097289272,30.948262304006022,24.030381388579457,28.954813065493894,27.78388781825487,29.635258346228966,58.96004217783813,-98.65609643704641,-77.60802815840928,-41.241851033895,55.00570450083539,-32.75653406456267,57.75567534688476,-38.247980557976234,99.99999999999997,83.33333333690629,93.84614893097987
4530,56.06681853268087,-1.1060022368260718,74.84564372459252,61.06995345390675,55.346380453193746,61.18032786833112,55.444135771259766,61.137689227775155,40.04807318759778,31.357131632741925,21.525533300361033,28.7713127916181,28.966180908469468,28.994789396053363,59.4286085012033,-98.65609643704641,-77.60802815840928,-34.72266753891116,55.20536223335553,-29.79013777309774,57.406423200487964,-31.801427325386754,99.99999999999997,83.33333333690629,93.84614893097987
4531,56.06681853268087,0.8823163884306666,74.89137892563167,61.06995345390675,55.31929303130306,61.101639351797616,55.444135771259766,61.00661905310838,44.49872063914374,28.57367510315818,20.685197172493147,31.768483823022436,26.807808630743168,29.135909686173008,58.99027421015025,-98.65609643704641,-77.60802815840928,-37.39446406071203,50.071306317688325,-26.442641958287496,57.239389570663164,-28.20955219910978,99.99999999999997,83.33333333690629,93.84614893097987
4532,56.06681853268087,-0.7953274490846951,74.86088879993142,61.10928996309889,55.31929303130306,61.18032786833112,55.41703366684666,61.0590471229751,43.63030161429283,31.53011480136537,22.414350367338812,30.636898855071863,27.35771238630025,28.72340424737243,59.383290679739915,-98.65609643704641,-77.60802815840928,-34.42342632482741,57.01654305592753,-20.813698997283346,56.981246670112924,-22.1864951837899,99.99999999999997,83.33333333690629,93.84614893097987
4533,56.06681853268087,-2.1747234928115518,74.78466347319198,61.122402147151604,55.38701159712474,61.18032786833112,55.322176290299836,60.98040501817505,41.78491121189212,28.730932543233166,23.85261798047931,28.908937990761473,29.61231784715173,30.243161090656997,59.09605609623786,-98.65609643704641,-77.60802815840928,-40.20519399583327,56.37478607523123,-29.996137515560584,57.239389570663164,-31.707317069159274,99.99999999999997,83.33333333690629,93.84614893097987
4534,56.06681853268087,0.26096681294792745,74.79990854853088,61.14862649377403,55.238030743441044,61.20655737384229,55.40348262574116,61.08526115790846,42.48274793554944,29.863186029324808,23.206205556096805,30.36164845678512,25.859224628756905,29.591836726708536,59.21701446487417,-98.65609643704641,-77.60802815840928,-43.62509353533364,50.328009133332515,-32.74623407765048,57.664535723900585,-44.0514469497336,99.99999999999997,83.33333333690629,93.84614893097987
4535,56.06681853268087,-1.913756680881633,74.83039867423113,61.122402147151604,55.38701159712474,61.11475409380961,55.43058473015424,61.00661905310838,46.34411104154445,29.13980184620401,22.252747254623912,28.725437741939572,25.694253493080154,29.29874076826738,59.82165518541477,-98.65609643704641,-77.60802815840928,-37.39446406071203,50.3993154463477,-25.1242436065253,57.26975931927866,-33.197396267435465,99.99999999999997,83.33333333690629,93.84614893097987
4536,56.06681853268087,-3.2807257306556323,74.89137892563167,61.122402147151604,55.33283673115341,61.140983599320776,55.43058473015424,60.98040501817505,44.979452581180865,29.658751377839394,21.54169359574628,29.811147635157738,28.14132527513381,28.679982627852,58.73330189834813,-98.65609643704641,-77.60802815840928,-42.299882459399775,48.55961209389649,-27.96189005863454,57.406423200487964,-42.7339032083586,99.99999999999997,83.33333333690629,93.84614893097987
4537,56.06681853268087,-4.5358518755739965,74.79990854853088,61.122402147151604,55.35992415304406,61.15409836281995,55.49834000228796,61.08526115790846,42.7618826148494,30.224878120885208,23.949579832222014,29.3065219133167,26.38163322131261,28.766825866892844,59.54956686983961,-98.65609643704641,-77.60802815840928,-34.67991879904487,49.60068453963295,-29.5738380437227,57.148280299937696,-22.374715696244877,99.99999999999997,83.33333333690629,93.84614893097987
4538,56.06681853268087,-2.547533250317244,74.79990854853088,61.10928996309889,55.38701159712474,61.167213126319126,55.41703366684666,60.96729798997109,43.80088391548641,30.146249400847722,23.19004526071157,32.05902592123795,26.409128406838065,29.548415107188106,59.80653915687567,-98.65609643704641,-77.60802815840928,-39.86320404188323,53.023388475622525,-31.44843569971268,57.360868565125244,-29.715316452939746,99.99999999999997,83.33333333690629,93.84614893097987
4539,56.06681853268087,-4.250031075738349,74.81515359889227,61.030616923231605,55.35992415304406,61.18032786833112,55.43058473015424,61.111475192841795,42.83942000600467,27.18980972840562,22.123464785633658,27.56326937413145,25.460544404851817,29.179331305693452,58.86934608090179,-98.65609643704641,-77.60802815840928,-46.79918779433805,50.34227038658928,-27.8897901485616,57.30012906789419,-38.18524036145954,99.99999999999997,83.33333333690629,93.84614893097987
4540,56.06681853268087,-2.920342987462874,74.86088879993142,61.06995345390675,55.346380453193746,61.21967213734149,55.484788938980415,61.21633135404977,47.134992624425124,28.196257283049334,23.917259214974436,28.266687069777063,27.467693150926124,28.63656100833157,59.76116088140269,-98.65609643704641,-77.60802815840928,-33.83563109038141,48.71648601991494,-27.29754088887546,57.58864169218107,-32.72684496059968,99.99999999999997,83.33333333690629,93.84614893097987
4541,56.06681853268087,-1.3918230366617195,74.81515359889227,61.13551433120429,55.33283673115341,61.12786885730878,55.444135771259766,61.098368186112396,41.76940374382406,31.89180689292577,21.929541055671194,28.541937468063793,29.46109431549972,30.82935300753931,59.594884691302994,-98.65609643704641,-77.60802815840928,-39.916639957961145,51.91100969350519,-21.107248629765536,57.527902194950045,-37.33824797831707,99.99999999999997,83.33333333690629,93.84614893097987
4542,56.06681853268087,-4.113334162616923,74.81515359889227,61.14862649377403,55.31929303130306,61.20655737384229,55.43058473015424,61.072154151179035,42.96347987758658,31.608743521402857,22.78603750540141,29.68881413594316,28.581248288589123,29.624402950241617,59.186782432562055,-98.65609643704641,-77.60802815840928,-41.13497916671941,50.01426125792993,-23.692545394510056,57.01161641872842,-28.77421378787143,99.99999999999997,83.33333333690629,93.84614893097987
4543,56.06681853268087,-0.3479557685819685,74.81515359889227,61.14862649377403,55.33283673115341,61.08852458829844,55.484788938980415,61.12458222104573,44.87090020307451,31.75027520716432,20.02262445272538,32.64011011766897,26.285400060711524,29.1901867016808,59.15655040024991,-98.65609643704641,-77.60802815840928,-36.40055574500669,50.45636052947175,-30.408137000486267,57.573456830312765,-35.550152930106286,99.99999999999997,83.33333333690629,93.84614893097987
4544,56.06681853268087,-0.6834845238689979,74.83039867423113,61.10928996309889,55.346380453193746,61.167213126319126,55.47123787567284,60.99351202490445,43.66131657583644,28.762384026095148,22.689075627181637,28.725437741939572,28.127577671109066,29.548415107188106,59.277478554264476,-98.65609643704641,-77.60802815840928,-43.45409855835862,55.305191099615556,-18.249002204675676,57.25457443253147,-33.228766378543,99.99999999999997,83.33333333690629,93.84614893097987
4545,56.06681853268087,-3.3677146679656005,74.78466347319198,61.14862649377403,55.31929303130306,61.18032786833112,55.444135771259766,61.00661905310838,40.001550757986095,31.514389047051836,21.881060116561315,27.517394299399015,28.127577671109066,28.669127214079126,59.86700324626595,-98.65609643704641,-77.60802815840928,-40.79298921276938,49.30119794085279,-30.531736845963973,57.22420468391597,-31.06423025402553,99.99999999999997,83.33333333690629,93.84614893097987
4546,56.06681853268087,-0.708338511774727,74.89137892563167,61.06995345390675,55.30574930926275,61.15409836281995,55.47123787567284,61.21633135404977,47.072962701337914,29.95754050367583,21.881060116561315,29.597064011532225,26.95903216239516,30.405992172751354,59.564682873612654,-98.65609643704641,-77.60802815840928,-44.330447813166856,57.216172282343805,-20.47894941208971,57.49750206919687,-41.322249236454496,99.99999999999997,83.33333333690629,93.84614893097987
4547,56.06681853268087,-0.2982477927705105,74.79990854853088,61.16173867782672,55.292205609412406,61.15409836281995,55.43058473015424,61.072154151179035,46.93339536168794,28.101902808698313,25.436328384472404,28.86306294108296,24.649436353016867,28.658271818091777,59.44375474436417,-98.65609643704641,-77.60802815840928,-41.68002566129912,53.92181974249347,-32.71018412219212,57.34568367837802,-36.38146028339335,99.99999999999997,83.33333333690629,93.84614893097987
4548,56.06681853268087,-2.733938118890066,74.84564372459252,61.08306561647646,55.35992415304406,61.272131148363854,55.45768683456731,61.04594009477117,46.43715592617528,30.303506840922708,24.61215255198975,28.786604491546882,27.79763539975555,29.135909686173008,59.36817465120082,-98.65609643704641,-77.60802815840928,-41.58384098784504,54.7347404319345,-30.51628686517379,57.42160806235627,-29.85648185013015,99.99999999999997,83.33333333690629,93.84614893097987
4549,56.06681853268087,-3.6038275123498664,74.8761338502928,61.10928996309889,55.40055529697506,61.167213126319126,55.47123787567284,61.137689227775155,42.916957422567435,30.869633583968522,22.07498384652378,31.768483823022436,28.897442933393805,29.081632652879733,59.29259455803749,-98.65609643704641,-77.60802815840928,-41.765523158541576,49.61494579288974,-26.00489250481565,57.406423200487964,-34.09144381723924,99.99999999999997,83.33333333690629,93.84614893097987
4550,56.06681853268087,-1.3296880872574803,74.81515359889227,61.2141873710716,55.30574930926275,61.193442631830294,55.41703366684666,61.17701029091248,44.560750562230965,29.847460300776362,21.05688431055573,31.095649527234386,28.127577671109066,28.929656966772725,59.03562227100146,-98.65609643704641,-77.60802815840928,-34.84022658229838,51.46891044532903,-22.425646981527727,57.43679294910349,-32.02101794894925,99.99999999999997,83.33333333690629,93.84614893097987
4551,56.06681853268087,-3.19373679334565,74.72368322179142,61.10928996309889,55.40055529697506,61.11475409380961,55.41703366684666,61.08526115790846,46.93339536168794,28.32206321449725,22.31738848911904,27.700894573274823,27.605169101077422,29.47242726413461,59.473986776676284,-98.65609643704641,-77.60802815840928,-43.8174628822418,50.17113518394841,-29.635637966039667,56.981246670112924,-23.786369693847362,99.99999999999997,83.33333333690629,93.84614893097987
4552,56.06681853268087,-4.2997390311897306,74.84564372459252,61.01750476066189,55.3734678750844,61.20655737384229,55.45768683456731,61.16390328418305,40.420252776936024,30.539392975270104,24.224305118541906,28.06789509597249,26.5466043344653,29.266174544734298,59.15655040024991,-98.65609643704641,-77.60802815840928,-41.18841510030721,53.93610952521972,-34.34273208110467,57.406423200487964,-37.11865735475457,99.99999999999997,83.33333333690629,93.84614893097987
4553,56.06681853268087,0.14912390809229237,74.7541733474917,61.08306561647646,55.30574930926275,61.04918034077528,55.45768683456731,61.01972605983781,43.75436148587474,30.979713786868004,20.297349712568234,30.453398581196055,26.53285675296462,28.647416404318918,59.383290679739915,-98.65609643704641,-77.60802815840928,-38.97616759335348,53.75071306932206,-33.17368354252257,57.527902194950045,-33.85616813812297,99.99999999999997,83.33333333690629,93.84614893097987
4554,56.06681853268087,-3.9766372494954823,74.93711412667082,61.16173867782672,55.292205609412406,61.12786885730878,55.45768683456731,61.111475192841795,40.823447302410386,29.35996225200296,21.525533300361033,28.022020046293974,29.956007700005927,28.58228397503828,59.5042188089884,-98.65609643704641,-77.60802815840928,-34.45548788848206,58.17170564454649,-26.040942460274007,57.619011465675484,-36.193239745240014,99.99999999999997,83.33333333690629,93.84614893097987
4555,56.06681853268087,-0.1366969121034316,74.8761338502928,61.04372910728432,55.292205609412406,61.15409836281995,55.40348262574116,60.95419098324169,42.09506085273567,31.734549452850786,24.143503562184463,30.285190007249057,26.340390431762415,27.746417719235225,59.186782432562055,-98.65609643704641,-77.60802815840928,-40.60061986586122,50.541928119109386,-29.22363848111398,57.619011465675484,-43.45541524986443,99.99999999999997,83.33333333690629,93.84614893097987
4556,56.06681853268087,-2.472971286600071,74.90662400097057,61.122402147151604,55.35992415304406,61.12786885730878,55.444135771259766,61.00661905310838,44.93293012616172,29.15552760051753,24.288946353037034,29.70410583587193,28.498762709488716,29.722101603055336,59.57979890215175,-98.65609643704641,-77.60802815840928,-43.689216645133065,53.43696519391948,-32.83893396154781,57.4519778109718,-37.51078346091664,99.99999999999997,83.33333333690629,93.84614893097987
4557,56.06681853268087,-5.306325337770971,74.83039867423113,61.14862649377403,55.278661887372095,61.167213126319126,55.38993156243359,61.15079625597909,43.49073427464286,30.665198932483108,19.68325793191036,27.196268826379864,27.316469619274116,31.274424652087475,59.232130493413266,-98.65609643704641,-77.60802815840928,-37.95019773150337,54.064460921359014,-19.43350072067286,57.17865004855322,-31.20539565121595,99.99999999999997,83.33333333690629,93.84614893097987
4558,56.06681853268087,-2.9079159935100023,74.7694184228306,61.08306561647646,55.21094332155039,61.12786885730878,55.47123787567284,61.04594009477117,45.47569201669354,30.775279135382576,21.186166779546,28.60310421767109,27.316469619274116,29.222752925213882,59.5042188089884,-98.65609643704641,-77.60802815840928,-41.049481686986844,51.41183685610112,-19.814600247393276,57.4519778109718,-33.21308132298924,99.99999999999997,83.33333333690629,93.84614893097987
4559,56.06681853268087,-0.8574623984889485,74.79990854853088,61.14862649377403,55.30574930926275,61.140983599320776,55.444135771259766,61.04594009477117,37.473831125403606,29.878911783638344,25.14544280276725,26.4011010063233,27.041517741495554,29.222752925213882,59.232130493413266,-98.65609643704641,-77.60802815840928,-37.05247410676199,54.83456929819452,-33.147933574820186,57.42160806235627,-35.393302477362106,99.99999999999997,83.33333333690629,93.84614893097987
4560,56.06681853268087,-5.119920469198149,74.86088879993142,61.08306561647646,55.33283673115341,61.12786885730878,55.43058473015424,61.098368186112396,42.622315275199426,28.699481060371184,22.802197800786644,30.68277392980427,28.485015127988035,31.231003032567045,59.17166642878901,-98.65609643704641,-77.60802815840928,-44.10601690260404,50.37079291646849,-31.73683533916066,57.48234758446621,-40.13018586241451,99.99999999999997,83.33333333690629,93.84614893097987
4561,56.06681853268087,-2.038026600050202,74.84564372459252,61.16173867782672,55.35992415304406,61.193442631830294,55.43058473015424,61.04594009477117,41.862448628454885,29.75310582642534,21.29928895315102,31.9061090472197,28.608743474114576,31.144159793526185,59.141434396476896,-98.65609643704641,-77.60802815840928,-36.83873037241081,50.470593253259054,-24.521694361614507,57.573456830312765,-35.142341768390445,99.99999999999997,83.33333333690629,93.84614893097987
4562,56.06681853268087,-4.36187398059397,74.84564372459252,61.06995345390675,55.3734678750844,61.101639351797616,55.525442106701064,61.0590471229751,40.66837249469236,30.979713786868004,22.86683906175884,29.52060556199615,26.752818259692276,29.765523222575766,59.44375474436417,-98.65609643704641,-77.60802815840928,-35.994442681257226,50.19965773719325,-29.640787959917652,57.193834935300444,-29.58983608560473,99.99999999999997,83.33333333690629,93.84614893097987
4563,56.06681853268087,-1.9883186242387438,74.86088879993142,61.08306561647646,55.35992415304406,61.20655737384229,55.38993156243359,61.04594009477117,42.079553384667605,30.649473178169572,20.491273442530698,29.06185488983361,26.257904852661994,27.93095961108982,59.24724652195236,-98.65609643704641,-77.60802815840928,-46.179330996237404,53.208784931520185,-17.816402739175395,57.46716269771902,-37.15002744016373,99.99999999999997,83.33333333690629,93.84614893097987
4564,56.06681853268087,-3.243444769157108,74.84564372459252,61.13551433120429,55.292205609412406,61.140983599320776,55.40348262574116,61.111475192841795,44.374660767561835,30.492215763859676,21.70329670846118,28.847771241154177,27.35771238630025,27.409900123488143,59.594884691302994,-98.65609643704641,-77.60802815840928,-42.438815872720134,52.438676554684676,-19.958800060788956,57.148280299937696,-33.322876634770495,99.99999999999997,83.33333333690629,93.84614893097987
4565,56.06681853268087,-1.2675531174931507,74.7694184228306,61.096177800529176,55.21094332155039,61.12786885730878,55.38993156243359,60.941083955037726,46.84035047705713,26.52932851100877,25.581771175324974,29.107729964566047,27.35771238630025,27.996092040370456,59.700727031400206,-98.65609643704641,-77.60802815840928,-44.779309616782605,53.85054193558214,-31.968585049325885,57.37605345187244,-37.19708258112666,99.99999999999997,83.33333333690629,93.84614893097987
4566,56.06681853268087,-1.4663849800188302,74.83039867423113,61.2141873710716,55.22448704359073,61.193442631830294,55.47123787567284,61.072154151179035,40.09459564261692,31.876081138612236,24.951519072804786,29.96406453422989,28.801209795316765,30.536257049098154,59.62514696300293,-98.65609643704641,-77.60802815840928,-32.35011223119404,50.05704506443156,-36.140079834831276,57.315313929762496,-23.47266881405737,99.99999999999997,83.33333333690629,93.84614893097987
4567,56.06681853268087,0.01242699497086619,74.79990854853088,61.10928996309889,55.35992415304406,61.07540984628645,55.444135771259766,60.92797692683379,42.88594246102383,30.712376169658626,23.464770520554396,33.03769401517029,28.031344510507964,28.842813709946356,59.080970307086616,-98.65609643704641,-77.60802815840928,-41.53040505425725,57.45864232746935,-26.7207416099795,57.664535723900585,-46.796329692868106,99.99999999999997,83.33333333690629,93.84614893097987
4568,56.06681853268087,-1.0190132995161036,74.81515359889227,61.10928996309889,55.35992415304406,61.18032786833112,55.484788938980415,61.0590471229751,41.924478551542094,28.416417688848256,21.28312863128869,29.58177231160343,26.257904852661994,31.469821957714913,60.09371326160202,-98.65609643704641,-77.60802815840928,-39.15784974654013,56.588676554904296,-27.07609116562243,57.25457443253147,-28.836953958689747,99.99999999999997,83.33333333690629,93.84614893097987
4569,56.06681853268087,-4.038772219259812,74.86088879993142,61.06995345390675,55.33283673115341,61.12786885730878,55.34927839471291,61.00661905310838,42.2811506474048,29.076898880480044,20.830639963345718,29.948772859355003,26.03794334593435,28.962223190305792,59.35305864742783,-98.65609643704641,-77.60802815840928,-44.68312494332852,56.31774101547283,-30.11973736103829,57.33046843937207,-35.581523015515444,99.99999999999997,83.33333333690629,93.84614893097987
